term	gene
TRMeffector.Anadon.35427494.SupplTable4	BDP1
TRMeffector.Anadon.35427494.SupplTable4	GOLGA8B
TRMeffector.Anadon.35427494.SupplTable4	AGTRAP
TRMeffector.Anadon.35427494.SupplTable4	TYMP
TRMeffector.Anadon.35427494.SupplTable4	KLRC1
TRMeffector.Anadon.35427494.SupplTable4	ZNF292
TRMeffector.Anadon.35427494.SupplTable4	ITGB7
TRMeffector.Anadon.35427494.SupplTable4	IFIH1
TRMeffector.Anadon.35427494.SupplTable4	WSB1
TRMeffector.Anadon.35427494.SupplTable4	NUB1
TRMeffector.Anadon.35427494.SupplTable4	ODF2L
TRMeffector.Anadon.35427494.SupplTable4	PIM1
TRMeffector.Anadon.35427494.SupplTable4	KDM6A
TRMeffector.Anadon.35427494.SupplTable4	ZNFX1
TRMeffector.Anadon.35427494.SupplTable4	KMT2C
TRMeffector.Anadon.35427494.SupplTable4	IKZF2
TRMeffector.Anadon.35427494.SupplTable4	KPNB1
TRMeffector.Anadon.35427494.SupplTable4	PPP1R10
TRMeffector.Anadon.35427494.SupplTable4	KLF13
TRMeffector.Anadon.35427494.SupplTable4	XBP1
TRMeffector.Anadon.35427494.SupplTable4	MCOLN2
TRMeffector.Anadon.35427494.SupplTable4	MT2A
TRMeffector.Anadon.35427494.SupplTable4	STAT2
TRMeffector.Anadon.35427494.SupplTable4	KLRD1
TRMeffector.Anadon.35427494.SupplTable4	IDI1
TRMeffector.Anadon.35427494.SupplTable4	LY6E
TRMeffector.Anadon.35427494.SupplTable4	PNPT1
TRMeffector.Anadon.35427494.SupplTable4	EP300
TRMeffector.Anadon.35427494.SupplTable4	SYNE1
TRMeffector.Anadon.35427494.SupplTable4	PML
TRMeffector.Anadon.35427494.SupplTable4	CBLB
TRMeffector.Anadon.35427494.SupplTable4	GOLGA4
TRMeffector.Anadon.35427494.SupplTable4	NPEPPS
TRMeffector.Anadon.35427494.SupplTable4	XIAP
TRMeffector.Anadon.35427494.SupplTable4	MTRNR2L12
TRMeffector.Anadon.35427494.SupplTable4	HERC2
TRMeffector.Anadon.35427494.SupplTable4	SPATA13
TRMeffector.Anadon.35427494.SupplTable4	SLC5A3
TRMeffector.Anadon.35427494.SupplTable4	LGALS3
TRMeffector.Anadon.35427494.SupplTable4	CSF1
TRMeffector.Anadon.35427494.SupplTable4	ANKRD36C
TRMeffector.Anadon.35427494.SupplTable4	RASGRP1
TRMeffector.Anadon.35427494.SupplTable4	GNPTAB
TRMeffector.Anadon.35427494.SupplTable4	CMIP
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	MT-CYB
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	MT-ND5
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	MT-ND4
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	MT-ND3
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	MT-CO3
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	MT-ATP6
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	MT-CO2
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	MT-CO1
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	MT-ND2
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	MT-ND1
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPS26
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	TNFSF8
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	USP41
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	USP18
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	IL7R
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	HIF1A
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL30
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	EHD3
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPS21
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL39
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL37
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	NPM1
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPS16
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPS3A
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	FOSB
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	PTPN6
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	SOCS3
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	IFIT3
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	ASAP1
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL4
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	SLAMF6
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	LY6E
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL3
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPS14
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPS2
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPS3
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPS8
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPS6
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	CD28
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPLP2
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL32
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	CRTAM
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL41
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	ICOS
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	GPR183
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPS28
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL10A
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	ARAP2
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL18A
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RILPL2
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	ZFP36L1
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL26
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL36
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL29
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL24
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPS15A
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPS23
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL11
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL23
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL23A
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	EMB
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPS18
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPS10
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL35A
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	LTB
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL6
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL13
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPL15
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	NRP1
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	ITGB1
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.	RPLP1
