## Project Name: Pan_ICI_iAtlas_Skin_OS
## Expression Matrix File Name: Pan_ICI_iAtlas_Expr_Skin.zip
## Meta Data File Name: Pan_ICI_iAtlas_Meta_Skin.txt
## Gene Set File Name: MSigDB_Hallmark_GeneSets.txt
## Survival/Event Variables: OS.time /// OS
## Number of Samples: 382
## Gene Set: MSigDB.Hallmark Of 50 Gene Sets
## ssGSEA was used to calculate pathway scores and group samples Above or Below median ssGSEA score per gene set
## Pathways were ranked by Coxph P.value
## Hazard Ratios > 1 represent pathway scores associated with High-Risk
variable	var_label	var_type	reference_row	row_type	header_row	N_obs	N_event	N	coefficients_type	coefficients_label	Criteria	term	var_class	var_nlevels	contrasts	contrasts_type	n_obs	n_event	exposure	Hazard_Ratio	std.error	statistic	nevent	conf.low	conf.high	ci	p.value	Concordance	Likelihood_Ratio_Pval	Wald_Test_Pval	Logrank_Test_Pval	Likelihood_Ratio_AdjPval_BH	Wald_Test_AdjPval_BH	Logrank_Test_AdjPval_BH
HALLMARK.COMPLEMENT.BIN	HALLMARK.COMPLEMENT.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.COMPLEMENT.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	188	89	122,373	0.67	0.142	-2.84	201	0.51	0.88	0.51, 0.88	0.005	0.559	0.004	0.005	0.004	0.005	0.005	0.005
HALLMARK.DNA.REPAIR.BIN	HALLMARK.DNA.REPAIR.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.DNA.REPAIR.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	187	110	98,618	1.47	0.142	2.70	201	1.11	1.94	1.11, 1.94	0.007	0.55	0.007	0.007	0.007	0.007	0.007	0.007
HALLMARK.E2F.TARGETS.BIN	HALLMARK.E2F.TARGETS.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.E2F.TARGETS.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	192	101	104,322	1.13	0.141	0.844	201	0.85	1.49	0.85, 1.49	0.4	0.522	0.4	0.4	0.4	0.4	0.4	0.4
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION.BIN	HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	191	92	116,374	0.79	0.142	-1.64	201	0.60	1.05	0.60, 1.05	0.10	0.526	0.1	0.1	0.1	0.1	0.1	0.1
HALLMARK.ESTROGEN.RESPONSE.EARLY.BIN	HALLMARK.ESTROGEN.RESPONSE.EARLY.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.ESTROGEN.RESPONSE.EARLY.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	188	102	111,081	1.02	0.141	0.128	201	0.77	1.34	0.77, 1.34	0.9	0.49	0.9	0.9	0.9	0.9	0.9	0.9
HALLMARK.ESTROGEN.RESPONSE.LATE.BIN	HALLMARK.ESTROGEN.RESPONSE.LATE.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.ESTROGEN.RESPONSE.LATE.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	189	95	112,265	0.87	0.141	-0.96	201	0.66	1.15	0.66, 1.15	0.3	0.527	0.3	0.3	0.3	0.3	0.3	0.3
HALLMARK.FATTY.ACID.METABOLISM.BIN	HALLMARK.FATTY.ACID.METABOLISM.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.FATTY.ACID.METABOLISM.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	187	103	108,391	1.09	0.141	0.627	201	0.83	1.44	0.83, 1.44	0.5	0.508	0.5	0.5	0.5	0.5	0.5	0.5
HALLMARK.G2M.CHECKPOINT.BIN	HALLMARK.G2M.CHECKPOINT.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.G2M.CHECKPOINT.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	192	97	105,618	1.02	0.141	0.131	201	0.77	1.34	0.77, 1.34	0.9	0.509	0.9	0.9	0.9	0.9	0.9	0.9
HALLMARK.GLYCOLYSIS.BIN	HALLMARK.GLYCOLYSIS.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.GLYCOLYSIS.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	188	113	102,824	1.47	0.142	2.73	201	1.12	1.95	1.12, 1.95	0.006	0.549	0.006	0.006	0.006	0.006	0.006	0.006
HALLMARK.HEDGEHOG.SIGNALING.BIN	HALLMARK.HEDGEHOG.SIGNALING.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.HEDGEHOG.SIGNALING.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	193	102	113,663	0.99	0.141	-0.043	201	0.75	1.31	0.75, 1.31	>0.9	0.497	1	1	1	1	1	1
HALLMARK.HEME.METABOLISM.BIN	HALLMARK.HEME.METABOLISM.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.HEME.METABOLISM.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	189	98	117,747	0.85	0.141	-1.17	201	0.64	1.12	0.64, 1.12	0.2	0.531	0.2	0.2	0.2	0.2	0.2	0.2
HALLMARK.HYPOXIA.BIN	HALLMARK.HYPOXIA.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.HYPOXIA.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	188	105	109,445	1.15	0.141	0.98	201	0.87	1.52	0.87, 1.52	0.3	0.516	0.3	0.3	0.3	0.3	0.3	0.3
HALLMARK.IL2.STAT5.SIGNALING.BIN	HALLMARK.IL2.STAT5.SIGNALING.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.IL2.STAT5.SIGNALING.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	188	93	120,795	0.74	0.142	-2.09	201	0.56	0.98	0.56, 0.98	0.036	0.542	0.04	0.04	0.04	0.04	0.04	0.04
HALLMARK.IL6.JAK.STAT3.SIGNALING.BIN	HALLMARK.IL6.JAK.STAT3.SIGNALING.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.IL6.JAK.STAT3.SIGNALING.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	188	91	121,240	0.72	0.142	-2.36	201	0.54	0.94	0.54, 0.94	0.018	0.544	0.02	0.02	0.02	0.02	0.02	0.02
HALLMARK.INFLAMMATORY.RESPONSE.BIN	HALLMARK.INFLAMMATORY.RESPONSE.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.INFLAMMATORY.RESPONSE.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	188	95	116,083	0.84	0.141	-1.25	201	0.64	1.11	0.64, 1.11	0.2	0.524	0.2	0.2	0.2	0.2	0.2	0.2
HALLMARK.INTERFERON.ALPHA.RESPONSE.BIN	HALLMARK.INTERFERON.ALPHA.RESPONSE.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.INTERFERON.ALPHA.RESPONSE.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	188	86	125,845	0.60	0.143	-3.58	201	0.45	0.79	0.45, 0.79	<0.001	0.571	3e-04	3e-04	3e-04	3e-04	3e-04	3e-04
HALLMARK.INTERFERON.GAMMA.RESPONSE.BIN	HALLMARK.INTERFERON.GAMMA.RESPONSE.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.INTERFERON.GAMMA.RESPONSE.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	188	85	126,422	0.58	0.144	-3.76	201	0.44	0.77	0.44, 0.77	<0.001	0.571	1e-04	2e-04	1e-04	0.00015	2e-04	0.00015
HALLMARK.KRAS.SIGNALING.DN.BIN	HALLMARK.KRAS.SIGNALING.DN.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.KRAS.SIGNALING.DN.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	194	97	117,609	0.86	0.141	-1.09	201	0.65	1.13	0.65, 1.13	0.3	0.517	0.3	0.3	0.3	0.3	0.3	0.3
HALLMARK.KRAS.SIGNALING.UP.BIN	HALLMARK.KRAS.SIGNALING.UP.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.KRAS.SIGNALING.UP.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	188	90	119,255	0.71	0.142	-2.37	201	0.54	0.94	0.54, 0.94	0.018	0.546	0.02	0.02	0.02	0.02	0.02	0.02
HALLMARK.MITOTIC.SPINDLE.BIN	HALLMARK.MITOTIC.SPINDLE.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.MITOTIC.SPINDLE.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	194	91	114,811	0.80	0.142	-1.59	201	0.60	1.05	0.60, 1.05	0.11	0.517	0.1	0.1	0.1	0.1	0.1	0.1
HALLMARK.MTORC1.SIGNALING.BIN	HALLMARK.MTORC1.SIGNALING.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.MTORC1.SIGNALING.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	187	103	107,882	1.09	0.141	0.629	201	0.83	1.44	0.83, 1.44	0.5	0.502	0.5	0.5	0.5	0.5	0.5	0.5
HALLMARK.MYC.TARGETS.V1.BIN	HALLMARK.MYC.TARGETS.V1.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.MYC.TARGETS.V1.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	188	109	98,551	1.41	0.142	2.42	201	1.07	1.86	1.07, 1.86	0.016	0.54	0.02	0.02	0.02	0.02	0.02	0.02
HALLMARK.MYC.TARGETS.V2.BIN	HALLMARK.MYC.TARGETS.V2.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.MYC.TARGETS.V2.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	190	107	105,654	1.23	0.141	1.48	201	0.93	1.63	0.93, 1.63	0.14	0.525	0.1	0.1	0.1	0.1	0.1	0.1
HALLMARK.MYOGENESIS.BIN	HALLMARK.MYOGENESIS.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.MYOGENESIS.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	189	96	114,925	0.89	0.142	-0.852	201	0.67	1.17	0.67, 1.17	0.4	0.507	0.4	0.4	0.4	0.4	0.4	0.4
HALLMARK.NOTCH.SIGNALING.BIN	HALLMARK.NOTCH.SIGNALING.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.NOTCH.SIGNALING.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	190	95	110,211	0.92	0.141	-0.567	201	0.70	1.22	0.70, 1.22	0.6	0.503	0.6	0.6	0.6	0.6	0.6	0.6
HALLMARK.OXIDATIVE.PHOSPHORYLATION.BIN	HALLMARK.OXIDATIVE.PHOSPHORYLATION.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.OXIDATIVE.PHOSPHORYLATION.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	187	107	100,777	1.33	0.142	2.02	201	1.01	1.76	1.01, 1.76	0.043	0.537	0.04	0.04	0.04	0.04	0.04	0.04
HALLMARK.P53.PATHWAY.BIN	HALLMARK.P53.PATHWAY.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.P53.PATHWAY.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	188	104	112,231	1.03	0.141	0.206	201	0.78	1.36	0.78, 1.36	0.8	0.488	0.8	0.8	0.8	0.8	0.8	0.8
HALLMARK.PANCREAS.BETA.CELLS.BIN	HALLMARK.PANCREAS.BETA.CELLS.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.PANCREAS.BETA.CELLS.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	187	105	104,575	1.18	0.141	1.17	201	0.89	1.56	0.89, 1.56	0.2	0.516	0.2	0.2	0.2	0.2	0.2	0.2
HALLMARK.PEROXISOME.BIN	HALLMARK.PEROXISOME.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.PEROXISOME.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	187	108	109,059	1.20	0.142	1.30	201	0.91	1.59	0.91, 1.59	0.2	0.523	0.2	0.2	0.2	0.2	0.2	0.2
HALLMARK.PI3K.AKT.MTOR.SIGNALING.BIN	HALLMARK.PI3K.AKT.MTOR.SIGNALING.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.PI3K.AKT.MTOR.SIGNALING.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	187	99	113,247	0.91	0.141	-0.639	201	0.69	1.20	0.69, 1.20	0.5	0.524	0.5	0.5	0.5	0.5	0.5	0.5
HALLMARK.PROTEIN.SECRETION.BIN	HALLMARK.PROTEIN.SECRETION.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.PROTEIN.SECRETION.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	187	113	101,041	1.46	0.143	2.65	201	1.10	1.93	1.10, 1.93	0.008	0.538	0.008	0.008	0.008	0.008	0.008	0.008
HALLMARK.REACTIVE.OXYGEN.SPECIES.PATHWAY.BIN	HALLMARK.REACTIVE.OXYGEN.SPECIES.PATHWAY.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.REACTIVE.OXYGEN.SPECIES.PATHWAY.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	187	100	111,801	0.98	0.141	-0.151	201	0.74	1.29	0.74, 1.29	0.9	0.51	0.9	0.9	0.9	0.9	0.9	0.9
HALLMARK.SPERMATOGENESIS.BIN	HALLMARK.SPERMATOGENESIS.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.SPERMATOGENESIS.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	194	99	111,045	0.98	0.141	-0.156	201	0.74	1.29	0.74, 1.29	0.9	0.5	0.9	0.9	0.9	0.9	0.9	0.9
HALLMARK.TGF.BETA.SIGNALING.BIN	HALLMARK.TGF.BETA.SIGNALING.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.TGF.BETA.SIGNALING.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	193	94	120,114	0.77	0.142	-1.84	201	0.58	1.02	0.58, 1.02	0.066	0.535	0.07	0.07	0.07	0.07	0.07	0.07
HALLMARK.TNFA.SIGNALING.VIA.NFKB.BIN	HALLMARK.TNFA.SIGNALING.VIA.NFKB.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.TNFA.SIGNALING.VIA.NFKB.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	188	89	120,204	0.69	0.142	-2.59	201	0.52	0.91	0.52, 0.91	0.010	0.553	0.009	0.01	0.009	0.01	0.01	0.01
HALLMARK.UNFOLDED.PROTEIN.RESPONSE.BIN	HALLMARK.UNFOLDED.PROTEIN.RESPONSE.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.UNFOLDED.PROTEIN.RESPONSE.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	187	109	104,631	1.30	0.142	1.84	201	0.98	1.71	0.98, 1.71	0.065	0.524	0.06	0.07	0.06	0.07	0.07	0.07
HALLMARK.UV.RESPONSE.DN.BIN	HALLMARK.UV.RESPONSE.DN.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.UV.RESPONSE.DN.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	194	95	115,352	0.86	0.142	-1.05	201	0.65	1.14	0.65, 1.14	0.3	0.513	0.3	0.3	0.3	0.3	0.3	0.3
HALLMARK.UV.RESPONSE.UP.BIN	HALLMARK.UV.RESPONSE.UP.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.UV.RESPONSE.UP.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	187	103	113,891	0.98	0.141	-0.126	201	0.74	1.30	0.74, 1.30	>0.9	0.518	0.9	0.9	0.9	0.9	0.9	0.9
HALLMARK.WNT.BETA.CATENIN.SIGNALING.BIN	HALLMARK.WNT.BETA.CATENIN.SIGNALING.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.WNT.BETA.CATENIN.SIGNALING.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	193	97	114,803	0.90	0.141	-0.720	201	0.68	1.19	0.68, 1.19	0.5	0.505	0.5	0.5	0.5	0.5	0.5	0.5
HALLMARK.XENOBIOTIC.METABOLISM.BIN	HALLMARK.XENOBIOTIC.METABOLISM.BIN	dichotomous	FALSE	level	FALSE	382	201	382	prop_hazard	HR	High_AboveMedian	HALLMARK.XENOBIOTIC.METABOLISM.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	189	96	115,733	0.86	0.141	-1.06	201	0.65	1.14	0.65, 1.14	0.3	0.52	0.3	0.3	0.3	0.3	0.3	0.3
