## Project Name: Pan_ICI_iAtlas_Skin_OS																																		
## Expression Matrix File Name: Pan_ICI_iAtlas_Expr_Skin.zip																																		
## Meta Data File Name: Pan_ICI_iAtlas_Meta_Skin.txt																																		
## Gene Set File Name: MSigDB_Hallmark_GeneSets.txt																																		
## Survival/Event Type: OS.time /// OS																																		
## Number of Samples: 378																																		
## Gene Set: MSigDB.Hallmark Of 50 Gene Sets																																		
## ssGSEA was used to calculate pathway scores and group samples Above or Below median ssGSEA score per gene set then ran through interactive Cox Proportional Hazard Analysis with the covariate																																		
## Pathways were ranked by Coxph P.value																																		
## Hazard Ratios > 1 represent pathway scores associated with High-Risk																																		
## Covariate and Reference Variable: Responder Referencing FALSE																																		
## Covariate Breakdown:																																		
### Variable: FALSE ( N = 157 )																																		
### Variable: TRUE ( N = 221 )																																		
variable	Hazard_Ratio	ci	p.value	Concordance	Likelihood_Ratio_Pval	Wald_Test_Pval	Logrank_Test_Pval	Likelihood_Ratio_AdjPval_BH	Wald_Test_AdjPval_BH	Logrank_Test_AdjPval_BH	Criteria	var_label	var_type	reference_row	row_type	header_row	N_obs	N_event	N	coefficients_type	coefficients_label	term	var_class	var_nlevels	contrasts	contrasts_type	n_obs	n_event	exposure	std.error	statistic	nevent	conf.low	conf.high
HALLMARK.TGF.BETA.SIGNALING	0.73	0.55, 0.97	0.029	0.596	7e-05	6e-05	5e-05	7e-05	7e-05	7e-05	High_AboveMedian	HALLMARK.TGF.BETA.SIGNALING.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.TGF.BETA.SIGNALING.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	189	91	118,674	0.143	-2.18	198	0.55	0.97
HALLMARK.OXIDATIVE.PHOSPHORYLATION	1.36	1.03, 1.80	0.031	0.6	8e-05	7e-05	6e-05	8e-05	8e-05	8e-05	High_AboveMedian	HALLMARK.OXIDATIVE.PHOSPHORYLATION.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.OXIDATIVE.PHOSPHORYLATION.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	185	105	100,715	0.143	2.16	198	1.03	1.80
HALLMARK.UNFOLDED.PROTEIN.RESPONSE	1.33	1.00, 1.76	0.046	0.595	1e-04	9e-05	8e-05	1e-04	1e-04	1e-04	High_AboveMedian	HALLMARK.UNFOLDED.PROTEIN.RESPONSE.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.UNFOLDED.PROTEIN.RESPONSE.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	184	106	104,517	0.143	1.99	198	1.00	1.76
HALLMARK.IL6.JAK.STAT3.SIGNALING	0.75	0.56, 1.00	0.048	0.59	1e-04	1e-04	8e-05	1e-04	1e-04	1e-04	High_AboveMedian	HALLMARK.IL6.JAK.STAT3.SIGNALING.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.IL6.JAK.STAT3.SIGNALING.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	184	88	119,800	0.145	-1.98	198	0.56	1.00
HALLMARK.IL2.STAT5.SIGNALING	0.77	0.58, 1.02	0.065	0.586	1e-04	1e-04	1e-04	1e-04	1e-04	1e-04	High_AboveMedian	HALLMARK.IL2.STAT5.SIGNALING.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.IL2.STAT5.SIGNALING.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	184	90	119,355	0.144	-1.85	198	0.58	1.02
HALLMARK.PEROXISOME	1.28	0.97, 1.70	0.086	0.6	2e-04	2e-04	1e-04	2e-04	2e-04	2e-04	High_AboveMedian	HALLMARK.PEROXISOME.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.PEROXISOME.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	183	105	107,619	0.144	1.72	198	0.97	1.70
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	0.79	0.59, 1.04	0.093	0.588	2e-04	2e-04	1e-04	2e-04	2e-04	2e-04	High_AboveMedian	HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	188	89	116,260	0.144	-1.68	198	0.59	1.04
HALLMARK.BILE.ACID.METABOLISM	0.79	0.60, 1.05	0.1	0.586	2e-04	2e-04	1e-04	2e-04	2e-04	2e-04	High_AboveMedian	HALLMARK.BILE.ACID.METABOLISM.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.BILE.ACID.METABOLISM.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	189	91	117,933	0.143	-1.65	198	0.60	1.05
HALLMARK.INFLAMMATORY.RESPONSE	0.84	0.63, 1.11	0.2	0.581	4e-04	3e-04	3e-04	4e-04	4e-04	4e-04	High_AboveMedian	HALLMARK.INFLAMMATORY.RESPONSE.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.INFLAMMATORY.RESPONSE.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	185	92	115,969	0.143	-1.24	198	0.63	1.11
HALLMARK.MITOTIC.SPINDLE	0.82	0.62, 1.09	0.2	0.59	3e-04	3e-04	2e-04	3e-04	3e-04	3e-04	High_AboveMedian	HALLMARK.MITOTIC.SPINDLE.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.MITOTIC.SPINDLE.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	193	91	113,485	0.143	-1.38	198	0.62	1.09
HALLMARK.MYC.TARGETS.V2	1.23	0.93, 1.62	0.2	0.585	3e-04	3e-04	2e-04	3e-04	3e-04	3e-04	High_AboveMedian	HALLMARK.MYC.TARGETS.V2.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.MYC.TARGETS.V2.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	187	105	104,266	0.143	1.42	198	0.93	1.62
HALLMARK.UV.RESPONSE.DN	0.85	0.64, 1.12	0.2	0.588	4e-04	3e-04	3e-04	4e-04	4e-04	4e-04	High_AboveMedian	HALLMARK.UV.RESPONSE.DN.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.UV.RESPONSE.DN.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	193	94	115,300	0.143	-1.17	198	0.64	1.12
HALLMARK.APICAL.SURFACE	0.87	0.66, 1.15	0.3	0.579	5e-04	4e-04	4e-04	5e-04	5e-04	5e-04	High_AboveMedian	HALLMARK.APICAL.SURFACE.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.APICAL.SURFACE.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	187	96	113,138	0.142	-0.96	198	0.66	1.15
HALLMARK.APOPTOSIS	0.87	0.66, 1.15	0.3	0.582	5e-04	4e-04	4e-04	5e-04	5e-04	5e-04	High_AboveMedian	HALLMARK.APOPTOSIS.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.APOPTOSIS.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	184	93	112,156	0.143	-0.99	198	0.66	1.15
HALLMARK.COAGULATION	0.86	0.65, 1.14	0.3	0.58	5e-04	4e-04	3e-04	5e-04	5e-04	5e-04	High_AboveMedian	HALLMARK.COAGULATION.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.COAGULATION.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	186	92	115,179	0.144	-1.03	198	0.65	1.14
HALLMARK.ESTROGEN.RESPONSE.LATE	0.85	0.64, 1.13	0.3	0.583	4e-04	4e-04	3e-04	4e-04	4e-04	4e-04	High_AboveMedian	HALLMARK.ESTROGEN.RESPONSE.LATE.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.ESTROGEN.RESPONSE.LATE.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	185	92	110,825	0.143	-1.12	198	0.64	1.13
HALLMARK.HEME.METABOLISM	0.86	0.65, 1.14	0.3	0.578	4e-04	4e-04	3e-04	4e-04	4e-04	4e-04	High_AboveMedian	HALLMARK.HEME.METABOLISM.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.HEME.METABOLISM.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	185	95	116,307	0.143	-1.06	198	0.65	1.14
HALLMARK.HYPOXIA	1.16	0.88, 1.53	0.3	0.589	5e-04	4e-04	3e-04	5e-04	5e-04	5e-04	High_AboveMedian	HALLMARK.HYPOXIA.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.HYPOXIA.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	184	102	108,005	0.142	1.03	198	0.88	1.53
HALLMARK.KRAS.SIGNALING.DN	0.85	0.64, 1.13	0.3	0.589	4e-04	4e-04	3e-04	4e-04	4e-04	4e-04	High_AboveMedian	HALLMARK.KRAS.SIGNALING.DN.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.KRAS.SIGNALING.DN.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	193	97	116,283	0.143	-1.13	198	0.64	1.13
HALLMARK.MYOGENESIS	0.86	0.65, 1.14	0.3	0.576	5e-04	4e-04	3e-04	5e-04	5e-04	5e-04	High_AboveMedian	HALLMARK.MYOGENESIS.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.MYOGENESIS.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	186	94	113,495	0.143	-1.02	198	0.65	1.14
HALLMARK.PANCREAS.BETA.CELLS	1.16	0.88, 1.53	0.3	0.589	5e-04	4e-04	3e-04	5e-04	5e-04	5e-04	High_AboveMedian	HALLMARK.PANCREAS.BETA.CELLS.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.PANCREAS.BETA.CELLS.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	184	102	104,461	0.143	1.04	198	0.88	1.53
HALLMARK.MTORC1.SIGNALING	1.13	0.85, 1.50	0.4	0.585	5e-04	5e-04	4e-04	5e-04	5e-04	5e-04	High_AboveMedian	HALLMARK.MTORC1.SIGNALING.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.MTORC1.SIGNALING.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	183	100	106,442	0.143	0.856	198	0.85	1.50
HALLMARK.WNT.BETA.CATENIN.SIGNALING	0.89	0.68, 1.18	0.4	0.576	6e-04	5e-04	4e-04	6e-04	6e-04	6e-04	High_AboveMedian	HALLMARK.WNT.BETA.CATENIN.SIGNALING.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.WNT.BETA.CATENIN.SIGNALING.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	191	96	113,425	0.143	-0.780	198	0.68	1.18
HALLMARK.ADIPOGENESIS	1.11	0.84, 1.46	0.5	0.59	6e-04	5e-04	5e-04	6e-04	6e-04	6e-04	High_AboveMedian	HALLMARK.ADIPOGENESIS.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.ADIPOGENESIS.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	183	100	108,160	0.143	0.704	198	0.84	1.46
HALLMARK.APICAL.JUNCTION	0.90	0.68, 1.20	0.5	0.583	6e-04	5e-04	5e-04	6e-04	6e-04	6e-04	High_AboveMedian	HALLMARK.APICAL.JUNCTION.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.APICAL.JUNCTION.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	189	97	115,737	0.143	-0.703	198	0.68	1.20
HALLMARK.E2F.TARGETS	1.09	0.83, 1.45	0.5	0.585	6e-04	6e-04	5e-04	6e-04	6e-04	6e-04	High_AboveMedian	HALLMARK.E2F.TARGETS.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.E2F.TARGETS.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	189	99	102,892	0.143	0.630	198	0.83	1.45
HALLMARK.FATTY.ACID.METABOLISM	1.11	0.84, 1.47	0.5	0.588	6e-04	5e-04	4e-04	6e-04	6e-04	6e-04	High_AboveMedian	HALLMARK.FATTY.ACID.METABOLISM.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.FATTY.ACID.METABOLISM.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	184	100	108,277	0.143	0.739	198	0.84	1.47
HALLMARK.NOTCH.SIGNALING	0.91	0.69, 1.20	0.5	0.573	6e-04	6e-04	5e-04	6e-04	6e-04	6e-04	High_AboveMedian	HALLMARK.NOTCH.SIGNALING.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.NOTCH.SIGNALING.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	187	93	108,781	0.142	-0.670	198	0.69	1.20
HALLMARK.XENOBIOTIC.METABOLISM	0.91	0.68, 1.20	0.5	0.578	6e-04	5e-04	5e-04	6e-04	6e-04	6e-04	High_AboveMedian	HALLMARK.XENOBIOTIC.METABOLISM.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.XENOBIOTIC.METABOLISM.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	185	93	114,293	0.144	-0.691	198	0.68	1.20
HALLMARK.ANDROGEN.RESPONSE	0.94	0.71, 1.25	0.7	0.571	7e-04	6e-04	5e-04	7e-04	7e-04	7e-04	High_AboveMedian	HALLMARK.ANDROGEN.RESPONSE.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.ANDROGEN.RESPONSE.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	185	96	110,721	0.142	-0.414	198	0.71	1.25
HALLMARK.CHOLESTEROL.HOMEOSTASIS	1.06	0.80, 1.40	0.7	0.579	7e-04	6e-04	5e-04	7e-04	7e-04	7e-04	High_AboveMedian	HALLMARK.CHOLESTEROL.HOMEOSTASIS.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.CHOLESTEROL.HOMEOSTASIS.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	184	98	107,859	0.143	0.404	198	0.80	1.40
HALLMARK.HEDGEHOG.SIGNALING	0.96	0.73, 1.27	0.8	0.578	7e-04	7e-04	6e-04	7e-04	7e-04	7e-04	High_AboveMedian	HALLMARK.HEDGEHOG.SIGNALING.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.HEDGEHOG.SIGNALING.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	190	100	112,233	0.143	-0.287	198	0.73	1.27
HALLMARK.PI3K.AKT.MTOR.SIGNALING	0.97	0.73, 1.28	0.8	0.573	8e-04	7e-04	6e-04	8e-04	8e-04	8e-04	High_AboveMedian	HALLMARK.PI3K.AKT.MTOR.SIGNALING.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.PI3K.AKT.MTOR.SIGNALING.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	183	96	111,807	0.144	-0.221	198	0.73	1.28
HALLMARK.SPERMATOGENESIS	1.03	0.78, 1.36	0.8	0.566	8e-04	7e-04	6e-04	8e-04	8e-04	8e-04	High_AboveMedian	HALLMARK.SPERMATOGENESIS.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.SPERMATOGENESIS.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	193	99	109,719	0.142	0.196	198	0.78	1.36
HALLMARK.ANGIOGENESIS	1.01	0.76, 1.34	0.9	0.581	8e-04	7e-04	6e-04	8e-04	8e-04	8e-04	High_AboveMedian	HALLMARK.ANGIOGENESIS.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.ANGIOGENESIS.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	187	98	110,699	0.142	0.073	198	0.76	1.34
HALLMARK.ESTROGEN.RESPONSE.EARLY	1.00	0.76, 1.32	0.9	0.575	8e-04	7e-04	6e-04	8e-04	8e-04	8e-04	High_AboveMedian	HALLMARK.ESTROGEN.RESPONSE.EARLY.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.ESTROGEN.RESPONSE.EARLY.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	185	100	109,651	0.142	0.007	198	0.76	1.32
HALLMARK.G2M.CHECKPOINT	0.99	0.75, 1.31	0.9	0.571	8e-04	7e-04	6e-04	8e-04	8e-04	8e-04	High_AboveMedian	HALLMARK.G2M.CHECKPOINT.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.G2M.CHECKPOINT.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	190	96	104,240	0.143	-0.076	198	0.75	1.31
HALLMARK.P53.PATHWAY	1.01	0.77, 1.34	0.9	0.574	8e-04	7e-04	6e-04	8e-04	8e-04	8e-04	High_AboveMedian	HALLMARK.P53.PATHWAY.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.P53.PATHWAY.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	184	101	110,791	0.142	0.077	198	0.77	1.34
HALLMARK.REACTIVE.OXYGEN.SPECIES.PATHWAY	0.99	0.75, 1.30	0.9	0.566	8e-04	7e-04	6e-04	8e-04	8e-04	8e-04	High_AboveMedian	HALLMARK.REACTIVE.OXYGEN.SPECIES.PATHWAY.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.REACTIVE.OXYGEN.SPECIES.PATHWAY.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	183	97	110,361	0.143	-0.100	198	0.75	1.30
HALLMARK.UV.RESPONSE.UP	1.02	0.77, 1.35	0.9	0.577	8e-04	7e-04	6e-04	8e-04	8e-04	8e-04	High_AboveMedian	HALLMARK.UV.RESPONSE.UP.BIN	dichotomous	FALSE	level	FALSE	378	198	378	prop_hazard	HR	HALLMARK.UV.RESPONSE.UP.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	183	100	112,451	0.143	0.154	198	0.77	1.35
