term	gene
M_UmbilicalCord_Normal_UnrestrictedSomaticStemCell_29087592	Pecam1
M_UmbilicalCord_Normal_UnrestrictedSomaticStemCell_29087592	Cd34
M_UmbilicalCord_Normal_UnrestrictedSomaticStemCell_29087592	Ptprc
M_UmbilicalCord_Normal_UnrestrictedSomaticStemCell_29087592	Thy1
M_Blood_Normal_EmbryonicStemCell_22888050	B2m
M_Blood_Normal_EmbryonicStemCell_22888050	Bmp4
M_Blood_Normal_EmbryonicStemCell_22888050	T2
M_Blood_Normal_EmbryonicStemCell_22888050	Fgf4
M_Blood_Normal_EmbryonicStemCell_22888050	Lif
M_Blood_Normal_EmbryonicStemCell_22888050	Lifr
M_Blood_Normal_EmbryonicStemCell_22888050	Nanog
M_Blood_Normal_EmbryonicStemCell_22888050	Pou5f1
M_Blood_Normal_EmbryonicStemCell_22888050	Zfp42
M_Blood_Normal_EmbryonicStemCell_22888050	Sox2
M_Blood_Normal_EmbryonicStemCell_22888050	Stat3
M_Blood_Normal_EmbryonicStemCell_22888050	Tert
M_BoneMarrow_Normal_OsteoclastPrecursorCell_16355275	Csf1r
M_BoneMarrow_Normal_OsteoclastPrecursorCell_16355275	Kit
M_BoneMarrow_Normal_OsteoclastPrecursorCell_16355275	Itgam
M_BoneMarrow_Normal_OsteoclastPrecursorCell_16355275	Cd3d
M_BoneMarrow_Normal_OsteoclastPrecursorCell_16355275	Cd3e
M_BoneMarrow_Normal_OsteoclastPrecursorCell_16355275	Cd3g
M_BoneMarrow_Normal_OsteoclastPrecursorCell_16355275	Ptprc
M_Embryo_Normal_PluripotentStemCell_16761728	Alpl
M_Embryo_Normal_PluripotentStemCell_16761728	Pou5f1
M_Embryo_Normal_PluripotentStemCell_16761728	Fut4
M_Embryo_Normal_PluripotentStemCell_16761728	NA
M_Embryo_Normal_PluripotentStemCell_16761728	NA
M_Embryo_Normal_PluripotentStemCell_16761728	NA
M_PeritonealCavity_Normal_Eosinophil_6153100	NA
M_PeritonealCavity_Normal_Eosinophil_6153100	Cd4
M_PeritonealCavity_Normal_Eosinophil_6153100	Ptprc
M_PeritonealCavity_Normal_Eosinophil_6153100	Ly-6 family
M_PeritonealCavity_Normal_Eosinophil_6153100	Cd5
M_PeritonealCavity_Normal_Eosinophil_6153100	Cd8a
M_PeritonealCavity_Normal_Eosinophil_6153100	Cd8b1
M_PeritonealCavity_Normal_Eosinophil_6153100	Thy1
M_PeritonealCavity_Normal_Eosinophil_6153100	NA
M_AdiposeTissue_Normal_Adipose-DerivedStemCell_24989653	Eng
M_AdiposeTissue_Normal_Adipose-DerivedStemCell_24989653	Pecam1
M_AdiposeTissue_Normal_Adipose-DerivedStemCell_24989653	Cd34
M_AdiposeTissue_Normal_Adipose-DerivedStemCell_24989653	Ptprc
M_AdiposeTissue_Normal_Adipose-DerivedStemCell_24989653	Thy1
M_Prostate_Normal_ProstateStemCell_18946470	Kit
M_Prostate_Normal_ProstateStemCell_18946470	Prom1
M_Prostate_Normal_ProstateStemCell_18946470	Cd44
M_Prostate_Normal_ProstateStemCell_18946470	NA
M_Prostate_Normal_ProstateStemCell_18946470	Ly6a
M_Lung_Normal_AlveolarMacrophage_23672262	Itgam
M_Lung_Normal_AlveolarMacrophage_23672262	Itgax
M_Lung_Normal_AlveolarMacrophage_23672262	Fcgr1
M_Lung_Normal_AlveolarMacrophage_23672262	Adgre1
M_Lung_Normal_AlveolarMacrophage_23672262	Siglecf
M_Embryo_Normal_VentricularCardiomyocyte_26651608	Actn2
M_Embryo_Normal_VentricularCardiomyocyte_26651608	Myh6
M_Embryo_Normal_VentricularCardiomyocyte_26651608	Myh7
M_Embryo_Normal_VentricularCardiomyocyte_26651608	Myl2
M_Embryo_Normal_VentricularCardiomyocyte_26651608	Tnnt2
M_Brain_Normal_MicroglialCell_23832717	Lpcat3
M_Brain_Normal_MicroglialCell_23832717	Lrp8
M_Brain_Normal_MicroglialCell_23832717	Mcoln3
M_Brain_Normal_MicroglialCell_23832717	Mfsd10
M_Brain_Normal_MicroglialCell_23832717	Plpp2
M_Brain_Normal_MicroglialCell_23832717	Slc30a5
M_Brain_Normal_MicroglialCell_23832717	Slco4a1
M_Brain_Normal_MicroglialCell_23832717	Stab1
M_Liver_Normal_LiverStemCell_26557474	Eng
M_Liver_Normal_LiverStemCell_26557474	Itgb1
M_Liver_Normal_LiverStemCell_26557474	Cd44
M_Liver_Normal_LiverStemCell_26557474	Epcam
M_Liver_Normal_LiverStemCell_26557474	Gata4
M_Undefined_HeadAndNeckSquamousCellCarcinoma_CancerStemCell_22773573	Aldh1a1
M_Undefined_HeadAndNeckSquamousCellCarcinoma_CancerStemCell_22773573	Pecam1
M_Undefined_HeadAndNeckSquamousCellCarcinoma_CancerStemCell_22773573	Cd44
M_Undefined_HeadAndNeckSquamousCellCarcinoma_CancerStemCell_22773573	Egfr
M_Undefined_HeadAndNeckSquamousCellCarcinoma_CancerStemCell_22773573	Mki67
M_CarotidArtery_Normal_VomeronasalSensoryNeuron_26940531	B2m
M_CarotidArtery_Normal_VomeronasalSensoryNeuron_26940531	Calr4
M_CarotidArtery_Normal_VomeronasalSensoryNeuron_26940531	Gnai2
M_CarotidArtery_Normal_VomeronasalSensoryNeuron_26940531	Gnao1
M_CarotidArtery_Normal_VomeronasalSensoryNeuron_26940531	Omp
M_CarotidArtery_Normal_VomeronasalSensoryNeuron_26940531	Trpc2
M_Lung_Normal_Lipofibroblast_29590628	Plin2
M_Lung_Normal_Lipofibroblast_29590628	Fabp1
M_Lung_Normal_Lipofibroblast_29590628	Fabp4
M_Lung_Normal_Lipofibroblast_29590628	Fabp5
M_Lung_Normal_Lipofibroblast_29590628	Lipa
M_Lung_Normal_Lipofibroblast_29590628	Lpl
M_Lung_Normal_Lipofibroblast_29590628	Pparg
M_Lung_Normal_MesothelialCell_29590628	Calb2
M_Lung_Normal_MesothelialCell_29590628	Lrrn4
M_Lung_Normal_MesothelialCell_29590628	Msln
M_Lung_Normal_MesothelialCell_29590628	Upk3b
M_Lung_Normal_MesothelialCell_29590628	Wt1
M_Heart_Normal_Cardiomyocyte_29386203	Acta1
M_Heart_Normal_Cardiomyocyte_29386203	Actc1
M_Heart_Normal_Cardiomyocyte_29386203	Atp2a2
M_Heart_Normal_Cardiomyocyte_29386203	Myh6
M_Heart_Normal_Cardiomyocyte_29386203	Nppa
M_Heart_Normal_Cardiomyocyte_29386203	Ryr2
M_Heart_Normal_Cardiomyocyte_29386203	Tnnc1
M_Heart_Normal_Cardiomyocyte_29386203	NA
M_Heart_Normal_Fibroblast_29386203	Col1a2
M_Heart_Normal_Fibroblast_29386203	Col3a1
M_Heart_Normal_Fibroblast_29386203	Fbln2
M_Heart_Normal_Fibroblast_29386203	Fstl1
M_Heart_Normal_Fibroblast_29386203	Gsn
M_Heart_Normal_Fibroblast_29386203	Mmp2
M_Heart_Normal_Fibroblast_29386203	Sparc
M_Heart_Normal_Fibroblast_29386203	Vim
M_Heart_Normal_EndothelialCell_29386203	Ednrb
M_Heart_Normal_EndothelialCell_29386203	Egfl7
M_Heart_Normal_EndothelialCell_29386203	Emcn
M_Heart_Normal_EndothelialCell_29386203	Epas1
M_Heart_Normal_EndothelialCell_29386203	Fabp4
M_Heart_Normal_EndothelialCell_29386203	Flt1
M_Heart_Normal_EndothelialCell_29386203	Pecam1
M_Heart_Normal_EndothelialCell_29386203	Tie1
M_Heart_Normal_Macrophage_29386203	Cd163
M_Heart_Normal_Macrophage_29386203	Cd68
M_Heart_Normal_Macrophage_29386203	Cd74
M_Heart_Normal_Macrophage_29386203	NA
M_Heart_Normal_Macrophage_29386203	Adgre1
M_Heart_Normal_Macrophage_29386203	Itgam
M_Heart_Normal_Macrophage_29386203	Lgals3
M_Heart_Normal_Macrophage_29386203	Lyz1
M_Embryo_Normal_EndothelialCell_16926294	Cd34
M_Embryo_Normal_EndothelialCell_16926294	Eng
M_Embryo_Normal_EndothelialCell_16926294	Pecam1
M_Embryo_Normal_EndothelialCell_16926294	Tek
M_Embryo_Normal_EndothelialCell_16926294	Cdh5
M_Heart_Normal_Cardiomyocyte_25834424	Actc1
M_Heart_Normal_Cardiomyocyte_25834424	Actn2
M_Heart_Normal_Cardiomyocyte_25834424	Gja1
M_Heart_Normal_Cardiomyocyte_25834424	Hand2
M_Heart_Normal_Cardiomyocyte_25834424	Tnnt2
M_Pancreas_Normal_AlphaCell_28973544	Hhex
M_Pancreas_Normal_AlphaCell_28973544	Ins1
M_Pancreas_Normal_AlphaCell_28973544	Ins2
M_Pancreas_Normal_AlphaCell_28973544	Nkx6-1
M_Pancreas_Normal_AlphaCell_28973544	Pax6
M_Pancreas_Normal_AlphaCell_28973544	Pdx1
M_Pancreas_Normal_AlphaCell_28973544	Sst
M_Spleen_Normal_TCell_2045127	Cd3d
M_Spleen_Normal_TCell_2045127	Cd3e
M_Spleen_Normal_TCell_2045127	Cd3g
M_Spleen_Normal_TCell_2045127	Cd4
M_Spleen_Normal_TCell_2045127	Cd8a
M_AdiposeTissue_Normal_M1Macrophage_26528480	Ccl2
M_AdiposeTissue_Normal_M1Macrophage_26528480	Ccl5
M_AdiposeTissue_Normal_M1Macrophage_26528480	Il18
M_AdiposeTissue_Normal_M1Macrophage_26528480	Il6
M_AdiposeTissue_Normal_M1Macrophage_26528480	Nos2
M_Brain_SupratentorialPrimitiveNeuroectodermalTumor_CancerStemCell_24470556	Kit
M_Brain_SupratentorialPrimitiveNeuroectodermalTumor_CancerStemCell_24470556	Prom1
M_Brain_SupratentorialPrimitiveNeuroectodermalTumor_CancerStemCell_24470556	Fut4
M_Brain_SupratentorialPrimitiveNeuroectodermalTumor_CancerStemCell_24470556	Cd24a
M_Brain_SupratentorialPrimitiveNeuroectodermalTumor_CancerStemCell_24470556	Cd44
M_Thymus_Normal_TCell_8562871	Cd3d
M_Thymus_Normal_TCell_8562871	Cd3e
M_Thymus_Normal_TCell_8562871	Cd3g
M_Thymus_Normal_TCell_8562871	Cd4
M_Thymus_Normal_TCell_8562871	Cd8a
M_Thymus_Normal_Thymocyte_8376791	Cd4
M_Thymus_Normal_Thymocyte_8376791	Cd44
M_Thymus_Normal_Thymocyte_8376791	Cd5
M_Thymus_Normal_Thymocyte_8376791	Cd24a
M_Thymus_Normal_Thymocyte_8376791	Il2ra
M_Thymus_Normal_Thymocyte_8376791	Klrb1c
M_Thymus_Normal_Thymocyte_8376791	Ly6a
M_Bone_Normal_Osteoclast_25619121	Ctsk
M_Bone_Normal_Osteoclast_25619121	Mmp9
M_Bone_Normal_Osteoclast_25619121	Nfatc1
M_Bone_Normal_Osteoclast_25619121	Runx2
M_Bone_Normal_Osteoclast_25619121	NA
M_Bone_Normal_Osteoclast_22865292	Ctsk
M_Bone_Normal_Osteoclast_22865292	Dcstamp
M_Bone_Normal_Osteoclast_22865292	Nfatc1
M_Bone_Normal_Osteoclast_22865292	Oscar
M_Bone_Normal_Osteoclast_22865292	NA
M_Bone_Normal_StemCell_24409152	Eng
M_Bone_Normal_StemCell_24409152	Itgb1
M_Bone_Normal_StemCell_24409152	Cd44
M_Bone_Normal_StemCell_24409152	Itga5
M_Bone_Normal_StemCell_24409152	Ly6a
M_Liver_Normal_TCell_10088780	Cd3d
M_Liver_Normal_TCell_10088780	Cd3e
M_Liver_Normal_TCell_10088780	Cd3g
M_Liver_Normal_TCell_10088780	Cd4
M_Liver_Normal_TCell_10088780	NA
M_Liver_Normal_TCell_10088780	Thy1
M_Liver_Normal_TCell_8567401	Cd3d
M_Liver_Normal_TCell_8567401	Cd3e
M_Liver_Normal_TCell_8567401	Cd3g
M_Liver_Normal_TCell_8567401	Cd4
M_Liver_Normal_TCell_8567401	Cd8a
M_Liver_Normal_TCell_8567401	NA
M_Lung_Normal_Granulocyte_26676260	Ifng
M_Lung_Normal_Granulocyte_26676260	Il6
M_Lung_Normal_Granulocyte_26676260	Ccl12
M_Lung_Normal_Granulocyte_26676260	Mpo
M_Lung_Normal_Granulocyte_26676260	Tnf
M_Undefined_Normal_Macrophage_22387295	Kit
M_Undefined_Normal_Macrophage_22387295	Prom1
M_Undefined_Normal_Macrophage_22387295	Pecam1
M_Undefined_Normal_Macrophage_22387295	F8
M_Undefined_Normal_Macrophage_22387295	NA
M_Undefined_Normal_Macrophage_22387295	S100 family
M_Undefined_Normal_Macrophage_22387295	Kdr
M_Lung_LungCancer_CancerStemCell_21124918	NA
M_Lung_LungCancer_CancerStemCell_21124918	Prom1
M_Lung_LungCancer_CancerStemCell_21124918	Cd34
M_Lung_LungCancer_CancerStemCell_21124918	Cd44
M_Lung_LungCancer_CancerStemCell_21124918	Pou5f1
M_Lung_Normal_Eosinophil_10725452	Itgav
M_Lung_Normal_Eosinophil_10725452	Icam1
M_Lung_Normal_Eosinophil_10725452	Sell
M_Lung_Normal_Eosinophil_10725452	Cd80
M_Lung_Normal_Eosinophil_10725452	Fas
M_Lung_Normal_M1Macrophage_27895424	Il12a
M_Lung_Normal_M1Macrophage_27895424	Il12b
M_Lung_Normal_M1Macrophage_27895424	Nos2
M_Lung_Normal_M1Macrophage_27895424	Irf5
M_Lung_Normal_M1Macrophage_27895424	Tnf
M_BoneMarrow_Normal_Lymphocyte_15982344	Cd19
M_BoneMarrow_Normal_Lymphocyte_15982344	Cd3d
M_BoneMarrow_Normal_Lymphocyte_15982344	Cd3e
M_BoneMarrow_Normal_Lymphocyte_15982344	Cd3g
M_BoneMarrow_Normal_Lymphocyte_15982344	Ncam1
M_BoneMarrow_Normal_Lymphocyte_1700596	Cd2
M_BoneMarrow_Normal_Lymphocyte_1700596	Cd3d
M_BoneMarrow_Normal_Lymphocyte_1700596	Cd3e
M_BoneMarrow_Normal_Lymphocyte_1700596	Cd3g
M_BoneMarrow_Normal_Lymphocyte_1700596	Cd8a
M_BoneMarrow_Normal_M2Macrophage_29245934	Arg1
M_BoneMarrow_Normal_M2Macrophage_29245934	Ccl22
M_BoneMarrow_Normal_M2Macrophage_29245934	Itgam
M_BoneMarrow_Normal_M2Macrophage_29245934	Mrc1
M_BoneMarrow_Normal_M2Macrophage_29245934	Adgre1
M_BoneMarrow_Normal_M2Macrophage_29245934	Mrc1
M_BoneMarrow_Normal_Macrophage_9103234	NA
M_BoneMarrow_Normal_Macrophage_9103234	Itgam
M_BoneMarrow_Normal_Macrophage_9103234	Anpep
M_BoneMarrow_Normal_Macrophage_9103234	Fcgr3
M_BoneMarrow_Normal_Macrophage_9103234	Cdh1
M_BoneMarrow_Normal_Macrophage_9103234	Adgre1
M_BoneMarrow_Normal_DendriticCell_29636699	Ccr7
M_BoneMarrow_Normal_DendriticCell_29636699	Itgax
M_BoneMarrow_Normal_DendriticCell_29636699	Cd40
M_BoneMarrow_Normal_DendriticCell_29636699	Cd80
M_BoneMarrow_Normal_DendriticCell_29636699	Cd86
M_BoneMarrow_Normal_DendriticCell_29636699	MHC class II
M_Retina_Normal_RetinalGanglionCell_30018341	Isl1
M_Retina_Normal_RetinalGanglionCell_30018341	Isl2
M_Retina_Normal_RetinalGanglionCell_30018341	Pou4f1
M_Retina_Normal_RetinalGanglionCell_30018341	Pou4f2
M_Retina_Normal_RetinalGanglionCell_30018341	Pou4f3
M_Retina_Normal_RetinalGanglionCell_30018341	Rbpms
M_Retina_Normal_RetinalGanglionCell_30018341	Sox11
M_Retina_Normal_RetinalGanglionCell_30018341	Sox12
M_Retina_Normal_RetinalGanglionCell_30018341	Sox4
M_Retina_Normal_RetinalGanglionCell_30018341	Thy1
M_Retina_Normal_RetinalGanglionCell_30018341	Tubb3
M_AdiposeTissue_Normal_OsteogenicCell_29925944	Alpl
M_AdiposeTissue_Normal_OsteogenicCell_29925944	Bglap
M_AdiposeTissue_Normal_OsteogenicCell_29925944	Col1a1
M_AdiposeTissue_Normal_OsteogenicCell_29925944	Ogn
M_AdiposeTissue_Normal_OsteogenicCell_29925944	Runx2
M_AdiposeTissue_Normal_OsteogenicCell_29925944	Sp7
M_AdiposeTissue_Normal_ChondrogenicCell_29925944	Acan
M_AdiposeTissue_Normal_ChondrogenicCell_29925944	Col10a1
M_AdiposeTissue_Normal_ChondrogenicCell_29925944	Col11a1
M_AdiposeTissue_Normal_ChondrogenicCell_29925944	Comp
M_AdiposeTissue_Normal_ChondrogenicCell_29925944	Sox5
M_AdiposeTissue_Normal_ChondrogenicCell_29925944	Sox6
M_AdiposeTissue_Normal_AdipogenicCell_29925944	Adipoq
M_AdiposeTissue_Normal_AdipogenicCell_29925944	Aoc3
M_AdiposeTissue_Normal_AdipogenicCell_29925944	Cd36
M_AdiposeTissue_Normal_AdipogenicCell_29925944	Cidec
M_AdiposeTissue_Normal_AdipogenicCell_29925944	Fabp4
M_AdiposeTissue_Normal_AdipogenicCell_29925944	Pparg
M_AdiposeTissue_Normal_EndogenicCell_29925944	Cdh5
M_AdiposeTissue_Normal_EndogenicCell_29925944	Mcam
M_AdiposeTissue_Normal_EndogenicCell_29925944	Pecam1
M_AdiposeTissue_Normal_EndogenicCell_29925944	Thbd
M_AdiposeTissue_Normal_EndogenicCell_29925944	Vcam1
M_AdiposeTissue_Normal_EndogenicCell_29925944	Vwf
M_AdiposeTissue_Normal_HematopoeticCell_29925944	Gata2
M_AdiposeTissue_Normal_HematopoeticCell_29925944	Kit
M_AdiposeTissue_Normal_HematopoeticCell_29925944	Ptprc
M_AdiposeTissue_Normal_HematopoeticCell_29925944	Slamf1
M_AdiposeTissue_Normal_HematopoeticCell_29925944	Spi1
M_AdiposeTissue_Normal_HematopoeticCell_29925944	Thy1
M_AdiposeTissue_Normal_MyogenicCell_29925944	Acta2
M_AdiposeTissue_Normal_MyogenicCell_29925944	NA
M_AdiposeTissue_Normal_MyogenicCell_29925944	Myf5
M_AdiposeTissue_Normal_MyogenicCell_29925944	Mylpf
M_AdiposeTissue_Normal_MyogenicCell_29925944	NA
M_AdiposeTissue_Normal_MyogenicCell_29925944	Tnnt3
M_AdiposeTissue_Normal_StemCell_29925944	Cd24a
M_AdiposeTissue_Normal_StemCell_29925944	Cd34
M_AdiposeTissue_Normal_StemCell_29925944	Cd44
M_AdiposeTissue_Normal_StemCell_29925944	Ly6a
M_AdiposeTissue_Normal_StemCell_29925944	Sdc1
M_AdiposeTissue_Normal_StemCell_29925944	Slc3a2
M_AdiposeTissue_Normal_ImmuneCell_29925944	Ifng
M_AdiposeTissue_Normal_ImmuneCell_29925944	Il10
M_AdiposeTissue_Normal_ImmuneCell_29925944	Il1b
M_AdiposeTissue_Normal_ImmuneCell_29925944	Il2
M_AdiposeTissue_Normal_ImmuneCell_29925944	Il6
M_AdiposeTissue_Normal_ImmuneCell_29925944	Tnf
M_BoneMarrow_Normal_MyeloidProgenitorCell_26627738	Ptprc
M_BoneMarrow_Normal_MyeloidProgenitorCell_26627738	Kit
M_BoneMarrow_Normal_MyeloidProgenitorCell_26627738	Itgam
M_BoneMarrow_Normal_MyeloidProgenitorCell_26627738	Cd19
M_BoneMarrow_Normal_MyeloidProgenitorCell_26627738	Cd3d
M_BoneMarrow_Normal_MyeloidProgenitorCell_26627738	Cd3e
M_BoneMarrow_Normal_MyeloidProgenitorCell_26627738	Cd3g
M_BoneMarrow_Normal_MyeloidProgenitorCell_26627738	Cd34
M_BoneMarrow_Normal_MyeloidProgenitorCell_26627738	Cd4
M_BoneMarrow_Normal_MyeloidProgenitorCell_26627738	Cd8a
M_BoneMarrow_Normal_MyeloidProgenitorCell_26627738	NA
M_BoneMarrow_Normal_MyeloidProgenitorCell_26627738	Ly6g
M_BoneMarrow_Normal_MyeloidProgenitorCell_26627738	Ly6a
M_BoneMarrow_Normal_MyeloidProgenitorCell_26627738	Ly76
M_Spleen_Normal_Lymphocyte_26627738	Cd19
M_Spleen_Normal_Lymphocyte_26627738	Cd3d
M_Spleen_Normal_Lymphocyte_26627738	Cd3e
M_Spleen_Normal_Lymphocyte_26627738	Cd3g
M_Spleen_Normal_Lymphocyte_26627738	Klrb1c
M_Spleen_Normal_Granulocyte_26627738	Itgam
M_Spleen_Normal_Granulocyte_26627738	Cd19
M_Spleen_Normal_Granulocyte_26627738	Cd3d
M_Spleen_Normal_Granulocyte_26627738	Cd3e
M_Spleen_Normal_Granulocyte_26627738	Cd3g
M_Spleen_Normal_Granulocyte_26627738	Ly6g
M_Spleen_Normal_Granulocyte_26627738	Klrb1c
M_Spleen_Normal_DendriticCell_26627738	Itgam
M_Spleen_Normal_DendriticCell_26627738	Cd19
M_Spleen_Normal_DendriticCell_26627738	Cd3d
M_Spleen_Normal_DendriticCell_26627738	Cd3e
M_Spleen_Normal_DendriticCell_26627738	Cd3g
M_Spleen_Normal_DendriticCell_26627738	Ly6g
M_Spleen_Normal_DendriticCell_26627738	Klrb1c
M_Spleen_Normal_Monocyte_26627738	Itgam
M_Spleen_Normal_Monocyte_26627738	Cd19
M_Spleen_Normal_Monocyte_26627738	Cd3d
M_Spleen_Normal_Monocyte_26627738	Cd3e
M_Spleen_Normal_Monocyte_26627738	Cd3g
M_Spleen_Normal_Monocyte_26627738	Ly6g
M_Spleen_Normal_Monocyte_26627738	Klrb1c
M_Spleen_Normal_Macrophage_26627738	Cd19
M_Spleen_Normal_Macrophage_26627738	Cd3d
M_Spleen_Normal_Macrophage_26627738	Cd3e
M_Spleen_Normal_Macrophage_26627738	Cd3g
M_Spleen_Normal_Macrophage_26627738	Adgre1
M_Spleen_Normal_Macrophage_26627738	Ly6g
M_Spleen_Normal_Macrophage_26627738	Klrb1c
M_BoneMarrow_Normal_HematopoieticStemCell_27984734	Ptprc
M_BoneMarrow_Normal_HematopoieticStemCell_27984734	Kit
M_BoneMarrow_Normal_HematopoieticStemCell_27984734	NA
M_BoneMarrow_Normal_HematopoieticStemCell_27984734	Itgam
M_BoneMarrow_Normal_HematopoieticStemCell_27984734	Cd19
M_BoneMarrow_Normal_HematopoieticStemCell_27984734	Cd3d
M_BoneMarrow_Normal_HematopoieticStemCell_27984734	Cd3e
M_BoneMarrow_Normal_HematopoieticStemCell_27984734	Cd3g
M_BoneMarrow_Normal_HematopoieticStemCell_27984734	Cd4
M_BoneMarrow_Normal_HematopoieticStemCell_27984734	Cd8a
M_BoneMarrow_Normal_HematopoieticStemCell_27984734	Ly6g
M_BoneMarrow_Normal_HematopoieticStemCell_27984734	Ly6a
M_BoneMarrow_Normal_HematopoieticStemCell_27984734	Ly76
M_BoneMarrow_Normal_MultiplePluripotentProgenitorCell_27984734	Ptprc
M_BoneMarrow_Normal_MultiplePluripotentProgenitorCell_27984734	Kit
M_BoneMarrow_Normal_MultiplePluripotentProgenitorCell_27984734	NA
M_BoneMarrow_Normal_MultiplePluripotentProgenitorCell_27984734	Itgam
M_BoneMarrow_Normal_MultiplePluripotentProgenitorCell_27984734	Cd19
M_BoneMarrow_Normal_MultiplePluripotentProgenitorCell_27984734	Cd3d
M_BoneMarrow_Normal_MultiplePluripotentProgenitorCell_27984734	Cd3e
M_BoneMarrow_Normal_MultiplePluripotentProgenitorCell_27984734	Cd3g
M_BoneMarrow_Normal_MultiplePluripotentProgenitorCell_27984734	Cd4
M_BoneMarrow_Normal_MultiplePluripotentProgenitorCell_27984734	Cd8a
M_BoneMarrow_Normal_MultiplePluripotentProgenitorCell_27984734	Ly6g
M_BoneMarrow_Normal_MultiplePluripotentProgenitorCell_27984734	Ly6a
M_BoneMarrow_Normal_MultiplePluripotentProgenitorCell_27984734	Ly76
M_BoneMarrow_Normal_Pre-HaematopoieticStemCell_27225119	Kit
M_BoneMarrow_Normal_Pre-HaematopoieticStemCell_27225119	Procr
M_BoneMarrow_Normal_Pre-HaematopoieticStemCell_27225119	Pecam1
M_BoneMarrow_Normal_Pre-HaematopoieticStemCell_27225119	Itga2b
M_BoneMarrow_Normal_Pre-HaematopoieticStemCell_27225119	Ptprc
M_BoneMarrow_Normal_Pre-HaematopoieticStemCell_27225119	Cd47
M_BoneMarrow_Normal_Pre-HaematopoieticStemCell_27225119	NA
M_Undefined_Normal_BCell_Company	Bcr
M_Undefined_Normal_BCell_Company	Enpep
M_Undefined_Normal_BCell_Company	Ccr10
M_Undefined_Normal_BCell_Company	Itgae
M_Undefined_Normal_BCell_Company	Kit
M_Undefined_Normal_BCell_Company	Ifngr1
M_Undefined_Normal_BCell_Company	Itgam
M_Undefined_Normal_BCell_Company	Il2rb
M_Undefined_Normal_BCell_Company	Il6ra
M_Undefined_Normal_BCell_Company	Il7r
M_Undefined_Normal_BCell_Company	Sdc1
M_Undefined_Normal_BCell_Company	Fcgr3
M_Undefined_Normal_BCell_Company	Cxcr4
